Kod;Kommun;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
0114;Upplands Väsby;Bollstanäs skola;Ja;Ja;Ja
0114;Upplands Väsby;Breddenskolan;Ja;Ja;Ja
0114;Upplands Väsby;Engelska skolan Upplands Väsby;Ja;Ja;Ja
0114;Upplands Väsby;Frestaskolan;Ja;Ja;Ja
0114;Upplands Väsby;Grimstaskolan;Ja;;
0114;Upplands Väsby;Internationella Engelska Skolan Upplands Väsby;Ja;Ja;Ja
0114;Upplands Väsby;Nordanskolan;Ja;;
0114;Upplands Väsby;Odenskolan;Ja;Ja;Ja
0114;Upplands Väsby;Resursskolan Magneten;Ja;Ja;Ja
0114;Upplands Väsby;Runby skola;Ja;Ja;Ja
0114;Upplands Väsby;Språk- och mottagningsenheten;;;
0114;Upplands Väsby;Sverigefinska sk, Uppl Väsby;Ja;Ja;Ja
0114;Upplands Väsby;Södervikskolan;Ja;;
0114;Upplands Väsby;Thoren Framtid Sandbergska;Ja;Ja;Ja
0114;Upplands Väsby;Vikskolan;Ja;Ja;Ja
0114;Upplands Väsby;Vittra Väsby;Ja;Ja;Ja
0114;Upplands Väsby;Vuxenutbildningen;;;
0114;Upplands Väsby;Väsby gymn Vuxenutb. Särvux;;;
0114;Upplands Väsby;Väsby Nya Gymnasium;;;
0114;Upplands Väsby;Väsby skola;Ja;Ja;Ja
0114;Upplands Väsby;Väsby Vuxenutbildning SFI;;;
0114;Upplands Väsby;Väsby Yrkesgymnasium (Skolenhet: 54882637);;;
0115;Vallentuna;Aktiviaskolan;Ja;;
0115;Vallentuna;Aktiviaskolan Enhet Eken;Ja;;
0115;Vallentuna;Atlas, resursklass;;;Ja
0115;Vallentuna;Bällstabergsskolan;Ja;Ja;Ja
0115;Vallentuna;Clavis, resursklass;;;Ja
0115;Vallentuna;Gustav Vasaskolan;Ja;Ja;Ja
0115;Vallentuna;Hagaskolan;Ja;Ja;Ja
0115;Vallentuna;IKASUS;;Ja;Ja
0115;Vallentuna;IKASUS gy;;;
0115;Vallentuna;Karbyskolan;Ja;Ja;Ja
0115;Vallentuna;Karlslundsskolan;Ja;Ja;Ja
0115;Vallentuna;Kårsta skola;Ja;Ja;Ja
0115;Vallentuna;Lovisedalsskolan;Ja;Ja;Ja
0115;Vallentuna;Modersmålsunderv;;;
0115;Vallentuna;Olympiaskolan;Ja;Ja;Ja
0115;Vallentuna;Rosendalsskolan;Ja;Ja;Ja
0115;Vallentuna;Topasen, resursklass;;;Ja
0115;Vallentuna;Vallentuna Friskola;Ja;;
0115;Vallentuna;Vallentuna gymnasium;;;
0115;Vallentuna;Vallentuna internationella montessoriskola;Ja;Ja;Ja
0115;Vallentuna;Vittra Vallentuna;Ja;Ja;Ja
0117;Österåker;Akers Friskola;Ja;Ja;Ja
0117;Österåker;Bergsättraskolan;Ja;Ja;Ja
0117;Österåker;Fredsborgskolan;Ja;Ja;Ja
0117;Österåker;Helleborusskolan Österåker;Ja;Ja;Ja
0117;Österåker;Komvux i Österåkers kommun;;;
0117;Österåker;Komvux i Österåkers kommun    SFI;;;
0117;Österåker;Komvux i Österåkers kommun    Särvux;;;
0117;Österåker;Ljusterö skola;Ja;Ja;Ja
0117;Österåker;Margretelundsskolan;Ja;Ja;Ja
0117;Österåker;Modersmålsundervisningen;;;
0117;Österåker;Roslags Kulla skola;Ja;Ja;Ja
0117;Österåker;Rydbo friskola;Ja;Ja;Ja
0117;Österåker;Rydbo skola;Ja;Ja;Ja
0117;Österåker;Röllingbyskolan ;Ja;Ja;Ja
0117;Österåker;Sjökarbyskolan;Ja;Ja;Ja
0117;Österåker;Skärgårdsgymnasiet;;;
0117;Österåker;Skärgårdsstadsskolan;Ja;Ja;Ja
0117;Österåker;Solbackens Montessori;Ja;Ja;Ja
0117;Österåker;Solskiftesskolan;Ja;;Ja
0117;Österåker;Söraskolan;Ja;Ja;Ja
0117;Österåker;Tråsättraskolan;Ja;;
0117;Österåker;Åkerstorpsskolan;Ja;Ja;Ja
0117;Österåker;Österskärsskolan;Ja;Ja;Ja
0117;Österåker;Österåkers gymnasium;;;
0120;Värmdö;Antistilla skola;Ja;Ja;Ja
0120;Värmdö;Brunns skola;Ja;Ja;Ja
0120;Värmdö;Djurö skola;Ja;Ja;Ja
0120;Värmdö;Ekedalsskolan;Ja;Ja;Ja
0120;Värmdö;Fågelvik skola;Ja;Ja;Ja
0120;Värmdö;Grantomta Montessoriskola;Ja;Ja;Ja
0120;Värmdö;Gustavsbergs gymnasium ,G2,;;;
0120;Värmdö;Hemmestaskolan;Ja;Ja;Ja
0120;Värmdö;Internationella Engelska Skolan Värmdö;Ja;Ja;Ja
0120;Värmdö;Komvux Värmdö;;;
0120;Värmdö;Kullsvedsskolan;;Ja;Ja
0120;Värmdö;Kullsvedsskolan, Grundskola;Ja;;Ja
0120;Värmdö;Kvarnsbergsskolan;Ja;;
0120;Värmdö;Kyrkskolan;Ja;Ja;Ja
0120;Värmdö;Lemshaga Akademi;Ja;Ja;Ja
0120;Värmdö;Munkmoraskolan;Ja;Ja;Ja
0120;Värmdö;Mälardalens Ridgymnasium Gustavsberg;;;
0120;Värmdö;Möja skola;Ja;Ja;Ja
0120;Värmdö;Runmarö skola;Ja;Ja;Ja
0120;Värmdö;Skolan LÄR;Ja;Ja;Ja
0120;Värmdö;Svartsö skola;Ja;Ja;Ja
0120;Värmdö;Viks skola;Ja;Ja;Ja
0120;Värmdö;Vuxenutbildningsenheten Värmdö;;;
0120;Värmdö;Värmdö gymnasium;;;
0120;Värmdö;Värmdö Tekniska gymnasieskola;;;
0120;Värmdö;Ösbyskolan;Ja;Ja;Ja
0123;Järfälla;Aspnässkolan;Ja;Ja;Ja
0123;Järfälla;Barkarbyskolan;Ja;Ja;Ja
0123;Järfälla;Berghemskolan;Ja;Ja;Ja
0123;Järfälla;Björkebyskolan;Ja;;
0123;Järfälla;Didaktus Jakobsberg;;;
0123;Järfälla;Fastebolskolan;Ja;Ja;Ja
0123;Järfälla;Fjällenskolan;Ja;Ja;Ja
0123;Järfälla;Herrestaskolan;Ja;Ja;Ja
0123;Järfälla;Högbyskolan;Ja;Ja;Ja
0123;Järfälla;Iljansbodaskolan;Ja;Ja;Ja
0123;Järfälla;Internationella Engelska Skolan Järfälla;Ja;;
0123;Järfälla;Järfälla Barn och Elevhälsa;;;
0123;Järfälla;Järfälla gymnasium;;;
0123;Järfälla;Järfälla Lärcentrum;;;
0123;Järfälla;Järfälla Språkcentrum;;;
0123;Järfälla;Kolarängskolan;Ja;Ja;Ja
0123;Järfälla;Kommunala vuxenutbildningen;;;
0123;Järfälla;Kvarnskolan;Ja;;
0123;Järfälla;Källtorpskolan;Ja;;
0123;Järfälla;Lundskolan;Ja;Ja;Ja
0123;Järfälla;Montessoriskolan Växthuset;Ja;Ja;Ja
0123;Järfälla;Neptuniskolan;Ja;Ja;Ja
0123;Järfälla;Olovslundskolan;Ja;Ja;Ja
0123;Järfälla;Sandvikskolan;Ja;Ja;Ja
0123;Järfälla;Skälbyskolan;Ja;Ja;Ja
0123;Järfälla;Tallbohovskolan;Ja;Ja;Ja
0123;Järfälla;Ulvsättraskolan;Ja;Ja;Ja
0123;Järfälla;Vattmyraskolan;Ja;Ja;Ja
0123;Järfälla;Viksjöskolan;Ja;;
0123;Järfälla;Vittra Jakobsberg;Ja;Ja;Ja
0123;Järfälla;Ålstaskolan;Ja;Ja;Ja
0125;Ekerö;Birkaskolan;Ja;Ja;Ja
0125;Ekerö;Central Insamlingsenhet Kommunal verksamhet;;;
0125;Ekerö;Drottningholmskolan;Ja;Ja;Ja
0125;Ekerö;Ekebyhovskolan;Ja;Ja;Ja
0125;Ekerö;Ekerö komvux;;;
0125;Ekerö;Färentuna skola;Ja;Ja;Ja
0125;Ekerö;Individuella Gymnasiet;;;
0125;Ekerö;Modersmålsundervisningen;;;
0125;Ekerö;Munsö skola;Ja;Ja;Ja
0125;Ekerö;Närlundaskolan;Ja;Ja;Ja
0125;Ekerö;Sanduddens skola;Ja;Ja;Ja
0125;Ekerö;Skå skola;Ja;Ja;Ja
0125;Ekerö;Stenhamraskolan;Ja;Ja;Ja
0125;Ekerö;Sundby skola;Ja;Ja;Ja
0125;Ekerö;Tappströmsskolan;Ja;;
0125;Ekerö;Träkvista skola;Ja;Ja;Ja
0125;Ekerö;Uppgårdskolan;Ja;;
0126;Huddinge;Annerstaskolan;Ja;Ja;Ja
0126;Huddinge;Astar Solna;;;
0126;Huddinge;Balingsnässkolan;Ja;Ja;Ja
0126;Huddinge;Edboskolan;Ja;Ja;Ja
0126;Huddinge;Folkuniversitetet;;;
0126;Huddinge;Glömstaskolan;Ja;Ja;Ja
0126;Huddinge;Grindstuskolan;Ja;Ja;Ja
0126;Huddinge;Huddingegymnasiet;;;
0126;Huddinge;Hörningsnässkolan;Ja;Ja;Ja
0126;Huddinge;Internationella Engelska Skolan Huddinge;Ja;;
0126;Huddinge;Internationella Engelska Skolan Länna;Ja;;
0126;Huddinge;Iris Flemingsberg;;;
0126;Huddinge;Iris Liljheholmen;;;
0126;Huddinge;Juringe Skola;Ja;Ja;Ja
0126;Huddinge;Komvux;;;
0126;Huddinge;Kräpplaskolan;Ja;Ja;Ja
0126;Huddinge;Kungsklippeskolan;Ja;Ja;Ja
0126;Huddinge;Kvarnbergsskolan;Ja;;
0126;Huddinge;Källbrinksskolan;Ja;;
0126;Huddinge;Kästaskolan;Ja;Ja;Ja
0126;Huddinge;Lindskolan;;Ja;Ja
0126;Huddinge;Långsjöskolan;Ja;Ja;Ja
0126;Huddinge;Modersmålslärare;;;
0126;Huddinge;Movant;;;
0126;Huddinge;Myrstugubergets Friskola;Ja;Ja;Ja
0126;Huddinge;Myrängsskolan;Ja;Ja;Ja
0126;Huddinge;Mörtviksskolan;Ja;Ja;Ja
0126;Huddinge;NTI Gymnasiet Södertörn;;;
0126;Huddinge;Rosenhillskolan;Ja;Ja;Ja
0126;Huddinge;Segeltorpsskolan;Ja;;Ja
0126;Huddinge;Sjödalsgymnasiet;;;
0126;Huddinge;Sjötorpsskolan;Ja;Ja;Ja
0126;Huddinge;Skansbergsskolan;Ja;Ja;Ja
0126;Huddinge;Skapaskolan;Ja;Ja;Ja
0126;Huddinge;Skogskällan;Ja;Ja;Ja
0126;Huddinge;Snättringeskolan;Ja;Ja;Ja
0126;Huddinge;Solfagraskolan;Ja;Ja;Ja
0126;Huddinge;Stenmoskolan;Ja;Ja;Ja
0126;Huddinge;Stensängsskolan;Ja;Ja;Ja
0126;Huddinge;SVOK Flemingsberg;;;
0126;Huddinge;Sågbäcksgymnasiet;;;
0126;Huddinge;Södertörns friskola;Ja;;
0126;Huddinge;Tomtbergaskolan;Ja;Ja;Ja
0126;Huddinge;Trångsundsskolan;Ja;Ja;Ja
0126;Huddinge;Utsäljeskolan;Ja;Ja;Ja
0126;Huddinge;Widerströmska gymnasiet;;;
0126;Huddinge;Vistaskolan;Ja;Ja;Ja
0126;Huddinge;Visättraskolan;Ja;Ja;Ja
0126;Huddinge;Vux Huddinge SFI;;;
0126;Huddinge;Vårbackaskolan;Ja;Ja;Ja
0126;Huddinge;Vårbyskolan;Ja;Ja;
0126;Huddinge;Yrkesgymnasiet Huddinge;;;
0126;Huddinge;Ängsnässkolan;Ja;;Ja
0126;Huddinge;Östra grundskolan;Ja;;
0126;Huddinge;Östra gymnasiet;;;
0127;Botkyrka;Banslättsskolan;Ja;Ja;Ja
0127;Botkyrka;Björkhaga Skola;Ja;Ja;Ja
0127;Botkyrka;Björkhaga Skola SÄ;;;Ja
0127;Botkyrka;Borgskolan;Ja;Ja;Ja
0127;Botkyrka;Borgskolan F-klass Gul 1GR;;Ja;Ja
0127;Botkyrka;Borgskolan särskola;;;Ja
0127;Botkyrka;Borgsskolan Borggruppen 1GR;Ja;Ja;
0127;Botkyrka;Botkyrka Friskola F-9;Ja;Ja;Ja
0127;Botkyrka;Broängsskolan;Ja;Ja;Ja
0127;Botkyrka;Brunnaskolan;Ja;Ja;Ja
0127;Botkyrka;Brunnaskolan särskola;;;Ja
0127;Botkyrka;Edessaskolan;Ja;Ja;Ja
0127;Botkyrka;Eklidsskolan;Ja;Ja;Ja
0127;Botkyrka;Falkbergsskolan;Ja;;
0127;Botkyrka;Falkbergsskolan klass 6-9 A 1GR;Ja;;
0127;Botkyrka;Fittjaskolan Botkyrka Norra;Ja;Ja;Ja
0127;Botkyrka;Fittjaskolan Botkyrka Norra särskola;;;Ja
0127;Botkyrka;Fittjaskolan Lilla Aspen 1GR;Ja;;
0127;Botkyrka;Freinetskolan Kastanjen;Ja;Ja;Ja
0127;Botkyrka;Grindtorpsskolan;Ja;Ja;Ja
0127;Botkyrka;Hammerstaskolan;Ja;Ja;Ja
0127;Botkyrka;Hammerstaskolan Språkenhet 1GR;Ja;;
0127;Botkyrka;JENSEN grundskola Kvarnsjön ;Ja;Ja;Ja
0127;Botkyrka;Karsby International School;Ja;Ja;Ja
0127;Botkyrka;Kassmyraskolan;Ja;Ja;Ja
0127;Botkyrka;Kassmyraskolan särskola;;;Ja
0127;Botkyrka;Kunskapsskolan Tumba;Ja;;
0127;Botkyrka;Kvarnhagsskolan;Ja;Ja;Ja
0127;Botkyrka;Kvarnhagsskolan särskola;;;
0127;Botkyrka;Malmsjö skola;Ja;Ja;Ja
0127;Botkyrka;Min skola Norsborg;;;
0127;Botkyrka;Parkhemsskolan;Ja;Ja;Ja
0127;Botkyrka;Rikstens skola;Ja;Ja;Ja
0127;Botkyrka;Rikstens skola Trampolinen 1GR;Ja;;
0127;Botkyrka;S:t Botvids gymnasium;;;
0127;Botkyrka;S:t Botvids gymnasium gy.sär;;;
0127;Botkyrka;Skogsbacksskolan;Ja;Ja;Ja
0127;Botkyrka;Skyttbrinks gymnasium;;;
0127;Botkyrka;Storvretens Grundsärskola;;;Ja
0127;Botkyrka;Storvretskolan;Ja;Ja;Ja
0127;Botkyrka;Storvretskolan Aspen 1GR;Ja;;
0127;Botkyrka;Sverigefinska skolan, Botkyrka;Ja;Ja;Ja
0127;Botkyrka;Södertörns Gymnasium;;;
0127;Botkyrka;Tallidsskolan;Ja;Ja;Ja
0127;Botkyrka;Trädgårdsstadsskolan;Ja;Ja;Ja
0127;Botkyrka;Tullinge gymnasium;;;
0127;Botkyrka;Tullingebergs träningsskola;;;Ja
0127;Botkyrka;Tullingebergsskolan;Ja;Ja;Ja
0127;Botkyrka;Tumba gymnasium;;;
0127;Botkyrka;Tunaskolan;Ja;Ja;Ja
0127;Botkyrka;Vux1;;;
0127;Botkyrka;Vux2;;;
0128;Salem;Noblaskolan Rönninge;Ja;Ja;Ja
0128;Salem;Nytorpsskolan;Ja;Ja;Ja
0128;Salem;Parkskolan;Ja;Ja;Ja
0128;Salem;Rönninge gymnasium;;;
0128;Salem;Rönninge skola;Ja;Ja;Ja
0128;Salem;Salems vuxenutbildning;;;
0128;Salem;Salemskolan;Ja;Ja;
0128;Salem;SFI Salem;;;
0128;Salem;Skogsängsskolan;Ja;Ja;Ja
0128;Salem;Säbyskolan;Ja;Ja;Ja
0128;Salem;Söderby friskola;Ja;Ja;Ja
0136;Haninge;Berga naturbruksgymnasium;;;
0136;Haninge;Brandbergsskolan;Ja;Ja;Ja
0136;Haninge;Båtsmansskolan;Ja;Ja;Ja
0136;Haninge;Centrum Vux;;;
0136;Haninge;Dalarö skola;Ja;Ja;Ja
0136;Haninge;Deltaskolan;Ja;;
0136;Haninge;Eviaskolan (tidigare Funkis skola);Ja;;
0136;Haninge;Flerspråkigt center;;;
0136;Haninge;Fredrika Bremergymnasiet ;;;
0136;Haninge;HagaLyckebyskolan;Ja;Ja;Ja
0136;Haninge;Haninge Montessoriskola;Ja;Ja;Ja
0136;Haninge;Höglundaskolan;Ja;Ja;Ja
0136;Haninge;I Ur och Skur Mullebo;Ja;Ja;Ja
0136;Haninge;Kvarnbäcksskolan;Ja;Ja;Ja
0136;Haninge;Montessoriskolan Fredsduvan;Ja;Ja;Ja
0136;Haninge;Muskö skola;Ja;Ja;Ja
0136;Haninge;Måsöskolan;Ja;Ja;Ja
0136;Haninge;Nakterhusskolan;Ja;Ja;Ja
0136;Haninge;Ornö skola;Ja;Ja;Ja
0136;Haninge;Ribbybergsskolan;Ja;Ja;Ja
0136;Haninge;Ribbyskolan;Ja;Ja;Ja
0136;Haninge;Riksäpplet;;;
0136;Haninge;Rodrets friskola;Ja;Ja;Ja
0136;Haninge;Rudanskolan;Ja;Ja;Ja
0136;Haninge;Runstensskolan;Ja;Ja;Ja
0136;Haninge;Svartbäcksskolan;Ja;Ja;Ja
0136;Haninge;Söderby skola;Ja;Ja;Ja
0136;Haninge;Söderbymalmsskolan;Ja;;
0136;Haninge;Tungelsta skola;Ja;Ja;Ja
0136;Haninge;Utö skola;Ja;Ja;Ja
0136;Haninge;Vendelsö Hage;Ja;Ja;Ja
0136;Haninge;Vendelsömalmsskolan;Ja;Ja;Ja
0136;Haninge;Vikingaskolan;Ja;Ja;Ja
0136;Haninge;Västerhaninge Montessoriskola;Ja;Ja;Ja
0136;Haninge;Västra Ekoskolan;Ja;Ja;Ja
0136;Haninge;Åbyskolan;Ja;Ja;Ja
0136;Haninge;Övrig centralt anställda pedagoger;;;
0138;Tyresö;Bergfotens skola;Ja;Ja;Ja
0138;Tyresö;Brevik skola;Ja;Ja;Ja
0138;Tyresö;C3L Tyresö komvux;;;
0138;Tyresö;Dalskolan;Ja;;
0138;Tyresö;Fornuddens skola;Ja;Ja;Ja
0138;Tyresö;Fårdala skola;Ja;Ja;Ja
0138;Tyresö;Hanvikens skola;Ja;Ja;Ja
0138;Tyresö;Internationella Engelska Skolan Tyresö;Ja;;
0138;Tyresö;Krusboda skola;Ja;Ja;Ja
0138;Tyresö;Kumla skola;Ja;Ja;Ja
0138;Tyresö;Modersmålsundervisningen;;;
0138;Tyresö;Njupkärrs skola;Ja;Ja;Ja
0138;Tyresö;Nyboda grundsärskola;;;
0138;Tyresö;Nyboda skola;Ja;;
0138;Tyresö;Sofiebergsskolan;Ja;Ja;Ja
0138;Tyresö;Stimmets grundsärskola;;;
0138;Tyresö;Stimmets skola;Ja;Ja;Ja
0138;Tyresö;Strandskolan;Ja;Ja;Ja
0138;Tyresö;Tyresö Gymnasium 1;;;
0138;Tyresö;Tyresö gymnasium sär;;;
0138;Tyresö;Tyresö kommun särvux;;;
0138;Tyresö;Tyresö kommun, SFI;;;
0138;Tyresö;Tyresö Montessoriskola;Ja;Ja;Ja
0138;Tyresö;Tyresö skola;Ja;Ja;Ja
0139;Upplands-Bro;Bergaskolan;Ja;Ja;Ja
0139;Upplands-Bro;Broskolan;Ja;;
0139;Upplands-Bro;Brunnaskolan;Ja;Ja;Ja
0139;Upplands-Bro;Ekhammarskolan;Ja;;Ja
0139;Upplands-Bro;Finnstaskolan;Ja;Ja;Ja
0139;Upplands-Bro;Hagnässkolan;Ja;;Ja
0139;Upplands-Bro;Härneviskolan;Ja;Ja;Ja
0139;Upplands-Bro;JENSEN grundskola Bro-Mälarstrand;Ja;Ja;Ja
0139;Upplands-Bro;Kungsskolan;Ja;Ja;Ja
0139;Upplands-Bro;Källskolan 6-9;Ja;;
0139;Upplands-Bro;Källskolan F-5;Ja;Ja;Ja
0139;Upplands-Bro;Lillsjöskolan;Ja;Ja;Ja
0139;Upplands-Bro;Råbyskolan;Ja;Ja;Ja
0139;Upplands-Bro;Tjustaskolan;Ja;Ja;Ja
0139;Upplands-Bro;Upplands-Bro SFI-enheten;;;
0139;Upplands-Bro;Upplands-Bro vuxenutbildning;;;
0139;Upplands-Bro;Upplands-Brogymnasiet;;;
0139;Upplands-Bro;Urfjälls Montessoriskola;Ja;Ja;Ja
0140;Nykvarn;Björkestaskolan;Ja;Ja;Ja
0140;Nykvarn;Furuborgskolan;Ja;Ja;Ja
0140;Nykvarn;Lillhagaskolan;Ja;;
0140;Nykvarn;Praktiska Gymnasiet Nykvarn;;;
0140;Nykvarn;Turingeskolan;Ja;Ja;Ja
0160;Täby;Brinkskolan;Ja;Ja;Ja
0160;Täby;Byleskolan;Ja;Ja;Ja
0160;Täby;Byängsskolan;Ja;Ja;Ja
0160;Täby;Capellaskolan Dibber;Ja;Ja;Ja
0160;Täby;Central Insamlingsenhet;;;
0160;Täby;Drakskeppsskolan;Ja;Ja;Ja
0160;Täby;Ellagårdsskolan;Ja;Ja;Ja
0160;Täby;Futuraskolan International Bergtorp;Ja;;
0160;Täby;Helleborusskolan Täby AB;Ja;Ja;Ja
0160;Täby;Hägerneholmsskolan;Ja;Ja;Ja
0160;Täby;Internationella Engelska Skolan Täby;Ja;;
0160;Täby;Kunskapscentrum Nordost;;;
0160;Täby;Kunskapscentrum Nordost SFI;;;
0160;Täby;Kunskapsskolan Täby;Ja;;
0160;Täby;Kyrkskolan;Ja;Ja;Ja
0160;Täby;Mellansjö grundsärskola;;;
0160;Täby;Mellansjö skola;Ja;;Ja
0160;Täby;Mimers Gymnasium Täby;;;
0160;Täby;Myrängsskolan;Ja;Ja;Ja
0160;Täby;Noblaskolan Täby;Ja;Ja;Ja
0160;Täby;Norskolan;Ja;Ja;Ja
0160;Täby;Nytorpsskolan ;Ja;;
0160;Täby;Näsbydalskolan;Ja;;
0160;Täby;Näsbyparksskolan;Ja;;Ja
0160;Täby;Praktiska Gymnasiet Täby;;;
0160;Täby;Runborg Dibber;Ja;Ja;Ja
0160;Täby;Rösjöskolan;Ja;Ja;Ja
0160;Täby;Skarpängsskolan;Ja;;
0160;Täby;Skolhagenskolan;Ja;;
0160;Täby;Slottsparksskolan;Ja;Ja;Ja
0160;Täby;Sparre Gymnasium;;;
0160;Täby;Spirande lärande i Täby AB;Ja;Ja;Ja
0160;Täby;Svalnäs skola;Ja;;
0160;Täby;Tibble Gymnasium Campus Täby;;;
0160;Täby;Täby Enskilda gymnasium;;;
0160;Täby;Täby Friskola-Enhagen;Ja;;
0160;Täby;Täby Friskola-Hägernäs;Ja;Ja;Ja
0160;Täby;Täby Friskola-Lilla Gribbylund/Gribbylund;Ja;Ja;Ja
0160;Täby;Täby Friskola-Ljungmyr;Ja;Ja;Ja
0160;Täby;Täby Friskola-Ullna Strand;Ja;Ja;Ja
0160;Täby;Täby Lärvux;;;
0160;Täby;Täby språkintroduktion;;;
0160;Täby;Täby Yrkesgymnasium;;;
0160;Täby;Vallatorpsskolan;Ja;Ja;Ja
0160;Täby;Viggbyskolan;Ja;Ja;Ja
0160;Täby;Ytterbyskolan;Ja;Ja;Ja
0160;Täby;Åva gymnasium;;;
0160;Täby;Ängsholmsskolan - Täby grundsärskola;;;
0160;Täby;Ängsholmsskolan - Täby gymnasiesärskola;;;
0162;Danderyd;Baldersskolan;Ja;Ja;Ja
0162;Danderyd;British International School;Ja;;
0162;Danderyd;Danderyds Gymnasium ;;;
0162;Danderyd;Danderyds Gymnasium Gymnasiesärskola;;;
0162;Danderyd;Danderyds Montessoriskola;Ja;Ja;Ja
0162;Danderyd;Ekebyskolan;Ja;Ja;Ja
0162;Danderyd;Elevverket;Ja;Ja;Ja
0162;Danderyd;Enebybergs skola;Ja;Ja;Ja
0162;Danderyd;Enheten för flerspråkighet;;;
0162;Danderyd;Fribergaskolan;Ja;;
0162;Danderyd;Kevinge grundsärskola;;;
0162;Danderyd;Kevingeskolan;Ja;Ja;Ja
0162;Danderyd;Kyrkskolan;Ja;Ja;Ja
0162;Danderyd;Långängsskolan;Ja;Ja;Ja
0162;Danderyd;Marina läroverket i Danderyd;;;
0162;Danderyd;Mörbyskolan;Ja;;
0162;Danderyd;Stocksundsskolan;Ja;Ja;Ja
0162;Danderyd;Vasaskolan;Ja;Ja;Ja
0162;Danderyd;Vendestigens skola;Ja;Ja;Ja
0162;Danderyd;Viktor Rydberg gy. Djursholm;;;
0162;Danderyd;Viktor Rydbergs Samskola;Ja;;
0162;Danderyd;Äventyrsskolan, Danderyd;;;Ja
0162;Danderyd;Ösbyskolan;Ja;Ja;Ja
0163;Sollentuna;Brage- skola och språkförskola;Ja;Ja;Ja
0163;Sollentuna;Consensum Gymnasium Sollentuna;;;
0163;Sollentuna;Dibber International School Sollentuna ;Ja;Ja;Ja
0163;Sollentuna;Edsbergsskolan;Ja;;
0163;Sollentuna;Eductus SFI;;;
0163;Sollentuna;Futuraskolan International Hertig Karl;Ja;Ja;Ja
0163;Sollentuna;Futuraskolan International Rådan;Ja;Ja;Ja
0163;Sollentuna;Gillbo-Gröndalsskolan;Ja;Ja;Ja
0163;Sollentuna;Gärdesskolan;Ja;Ja;Ja
0163;Sollentuna;Helenelundsskolan;Ja;Ja;Ja
0163;Sollentuna;Häggvik- Skälbyskolan ;Ja;Ja;Ja
0163;Sollentuna;Häggviks Gymnasiesärskola;;;
0163;Sollentuna;Häggviks Gymnasium;;;
0163;Sollentuna;Järva VIP För- och Grundsärskola;;Ja;Ja
0163;Sollentuna;Järva VIP Gymnasiesärskola;;;
0163;Sollentuna;KLARA Teoretiska Gymnasium Sollentuna;;;
0163;Sollentuna;Kunskapsparken SFI;;;
0163;Sollentuna;Kunskapsparken Vuxenutbildning;;;
0163;Sollentuna;Kärrdalsskolan;Ja;Ja;Ja
0163;Sollentuna;Mikaelskolan;Ja;Ja;Ja
0163;Sollentuna;Norra Strand Dibber;Ja;Ja;Ja
0163;Sollentuna;NTI Gymnasiet Sollentuna;;;
0163;Sollentuna;Rudbeck AST-enheten ;;;
0163;Sollentuna;Rudbeck Ekonomiprogrammet;;;
0163;Sollentuna;Rudbeck El- och Teknikprogrammet;;;
0163;Sollentuna;Rudbeck Humanistiska och Estetiska programmet ;;;
0163;Sollentuna;Rudbeck Introduktionsprogrammet och Löpargymnasiet;;;
0163;Sollentuna;Rudbeck Naturvetenskapsprogrammet;;;
0163;Sollentuna;Rudbeck Samhällsvetenskapsprogrammet;;;
0163;Sollentuna;Runbackaskolan;Ja;Ja;Ja
0163;Sollentuna;Rälsen AB i Norrviken;Ja;Ja;Ja
0163;Sollentuna;Rälsen AB i Viby;Ja;Ja;Ja
0163;Sollentuna;Rälsen AB åk 4-9;Ja;;Ja
0163;Sollentuna;Rösjöskolan;Ja;Ja;Ja
0163;Sollentuna;Silverbäcken Dibber;Ja;Ja;Ja
0163;Sollentuna;Silverdalsskolan;Ja;Ja;Ja
0163;Sollentuna;Snäckbacken särskola Dibber;;Ja;Ja
0163;Sollentuna;Sofielundsskolan;Ja;Ja;Ja
0163;Sollentuna;Sollentuna musikklasser;Ja;;Ja
0163;Sollentuna;Språkenheten (CIFS, Modersmålslärare);;;
0163;Sollentuna;Stallets Skola;Ja;Ja;Ja
0163;Sollentuna;Stockholm International Academy Häggvik;Ja;Ja;Ja
0163;Sollentuna;Tegelhagens skola;Ja;Ja;Ja
0163;Sollentuna;Turebergsskolan ;Ja;Ja;Ja
0163;Sollentuna;Töjnaskolan;Ja;Ja;Ja
0163;Sollentuna;Vaxmoraskolan;Ja;Ja;Ja
0163;Sollentuna;Vibyskolan;Ja;Ja;Ja
0163;Sollentuna;Vittra Rösjötorp;Ja;Ja;Ja
0163;Sollentuna;Vittra Sollentuna;Ja;Ja;Ja
0163;Sollentuna;Yrkesgymnasiet Sollentuna;;;
0163;Sollentuna;Överby fritidshem;;;Ja
0180;Stockholm;Abrahamsbergsskolan;Ja;Ja;Ja
0180;Stockholm;Adolf Fredriks musikklasser;Ja;;
0180;Stockholm;Adolfsbergsskolan;Ja;Ja;Ja
0180;Stockholm;Akalla grundskola F-9;Ja;Ja;Ja
0180;Stockholm;Alla Nationers Fria Skola;Ja;Ja;Ja
0180;Stockholm;Almaskolan;Ja;;
0180;Stockholm;Alternativ sfi ;;;
0180;Stockholm;Alviksskolan;Ja;Ja;Ja
0180;Stockholm;Amerikanska Gymnasiet Stockholm;;;
