Kod;Kommun;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
0840;Mörbylånga;Färjestadens skola;Ja;Ja;Ja
0840;Mörbylånga;Glömmingeskolan;Ja;Ja;Ja
0840;Mörbylånga;Gårdbyskolan;Ja;Ja;Ja
0840;Mörbylånga;Skansenskolan;Ja;Ja;Ja
0840;Mörbylånga;Torslundaskolan;Ja;Ja;Ja
0840;Mörbylånga;Östra skolan, Mörbylånga;Ja;Ja;Ja
0860;Hultsfred;Emådalskolan;Ja;Ja;Ja
0860;Hultsfred;Järnforsens skola;Ja;Ja;Ja
0860;Hultsfred;Lindblomskolan 3;Ja;Ja;Ja
0860;Hultsfred;Målilla skola;Ja;Ja;Ja
0860;Hultsfred;Nya Centralskolan i Virserum AB;Ja;Ja;Ja
0860;Hultsfred;Silverdalens skola;Ja;Ja;Ja
0860;Hultsfred;Vena skola;Ja;Ja;Ja
0861;Mönsterås;Fliseryds skola;Ja;Ja;Ja
0861;Mönsterås;Krungårdsskolan ;Ja;Ja;Ja
0861;Mönsterås;Ljungnässkolan;Ja;Ja;Ja
0861;Mönsterås;Mölstadskolan;Ja;Ja;Ja
0861;Mönsterås;Skytteanska skolan;Ja;Ja;Ja
0861;Mönsterås;Tillingeskolan;Ja;Ja;Ja
0862;Emmaboda;Bjurbäcksskolan F-6;Ja;Ja;Ja
0862;Emmaboda;Johansfors skola   F-6;Ja;Ja;Ja
0862;Emmaboda;Lindås skola  F-6;Ja;Ja;Ja
0862;Emmaboda;Långasjö skola    F-6;Ja;Ja;Ja
0862;Emmaboda;Vissefjärda skola F-6;Ja;Ja;Ja
0880;Kalmar;Djurängsskolan;Ja;Ja;Ja
0880;Kalmar;Falkenbergsskolan;Ja;Ja;Ja
0880;Kalmar;Funkaboskolan;Ja;Ja;Ja
0880;Kalmar;Hagbyskolan;Ja;Ja;Ja
0880;Kalmar;Halltorpsskolan;Ja;Ja;Ja
0880;Kalmar;Kalmar waldorfskola;Ja;Ja;Ja
0880;Kalmar;Kalmarsundsskolan;Ja;Ja;Ja
0880;Kalmar;Lindsdalsskolorna;Ja;Ja;Ja
0880;Kalmar;Lindöskolan;Ja;Ja;Ja
0880;Kalmar;Ljungbyholmsskolan;Ja;Ja;Ja
0880;Kalmar;Montessoriskolan Regnbågen;Ja;Ja;Ja
0880;Kalmar;Pårydsskolan;Ja;Ja;Ja
0880;Kalmar;Rinkabyholmsskolan;Ja;Ja;Ja
0880;Kalmar;Rocknebyskolan;Ja;Ja;Ja
0880;Kalmar;Smedbyskolan;Ja;Ja;Ja
0880;Kalmar;Södra skolan;Ja;Ja;Ja
0880;Kalmar;Thoren Framtid i Kalmar;Ja;Ja;Ja
0880;Kalmar;Trekantenskolan;Ja;Ja;Ja
0880;Kalmar;Tvärskogsskolan;Ja;Ja;Ja
0880;Kalmar;Vasaskolan;Ja;Ja;Ja
0880;Kalmar;Åbyskolan;Ja;Ja;Ja
0881;Nybro;Alsterbro skola;Ja;Ja;Ja
0881;Nybro;Fagerslättsskolan Fa01;Ja;Ja;Ja
0881;Nybro;Flerohopp skola;Ja;Ja;Ja
0881;Nybro;Hanemålaskolan;Ja;Ja;Ja
0881;Nybro;Kristvallabrunn skola;Ja;Ja;Ja
0881;Nybro;Madesjöskolan Ma01;Ja;Ja;Ja
0881;Nybro;Nybro Montessoriskola;Ja;Ja;Ja
0881;Nybro;Orrefors skola;Ja;Ja;Ja
0881;Nybro;Paradisskolan Pa01;Ja;Ja;Ja
0881;Nybro;Västerängsskolan;Ja;Ja;Ja
0881;Nybro;Örsjö skola;Ja;Ja;Ja
0882;Oskarshamn;Bockaraskolan;Ja;Ja;Ja
0882;Oskarshamn;Figeholmskolan;Ja;Ja;Ja
0882;Oskarshamn;Kristdalaskolan;Ja;Ja;Ja
0882;Oskarshamn;Kristinebergskolan F-9;Ja;Ja;Ja
0882;Oskarshamn;Misterhults friskola;Ja;Ja;Ja
0882;Oskarshamn;Norra skolan F-6;Ja;Ja;Ja
0882;Oskarshamn;Påskallavikskolan;Ja;Ja;Ja
0882;Oskarshamn;Rödsleskolan F-9;Ja;Ja;Ja
0882;Oskarshamn;Saltvikskolan;Ja;Ja;Ja
0882;Oskarshamn;Vallhallaskolan F-9;Ja;Ja;Ja
0883;Västervik;Ankarsrums skola F-6;Ja;Ja;Ja
0883;Västervik;Blackstad skola;Ja;Ja;Ja
0883;Västervik;Breviksskolan;Ja;Ja;Ja
0883;Västervik;Fågelbärets skola;Ja;Ja;Ja
0883;Västervik;Gamlebyvikens friskola;Ja;Ja;Ja
0883;Västervik;Gunnebo skola;Ja;Ja;Ja
0883;Västervik;Himalajaskolan;Ja;Ja;Ja
0883;Västervik;Lidhemsskolan;Ja;Ja;Ja
0883;Västervik;Ljungbergaskolan;Ja;Ja;Ja
0883;Västervik;Loftahammars skola;Ja;Ja;Ja
0883;Västervik;Marieborgsskolan;Ja;Ja;Ja
0883;Västervik;Näktergalens skola;Ja;Ja;Ja
0883;Västervik;Ringeltaubska skolan;Ja;Ja;Ja
0883;Västervik;Skogshagaskolan;Ja;Ja;Ja
0883;Västervik;Åbyängskolan;Ja;Ja;Ja
0883;Västervik;Överumsskolan;Ja;Ja;Ja
0884;Vimmerby;Astrid Lindgrens skola F-6;Ja;Ja;Ja
0884;Vimmerby;Brännebro skola;Ja;Ja;Ja
0884;Vimmerby;Djursdala skola;Ja;Ja;Ja
0884;Vimmerby;Frödinge skola;Ja;Ja;Ja
0884;Vimmerby;Rumskulla skola;Ja;Ja;Ja
0884;Vimmerby;Storebro skola;Ja;Ja;Ja
0884;Vimmerby;Södra Vi skola;Ja;Ja;Ja
0884;Vimmerby;Tuna skola;Ja;Ja;Ja
0884;Vimmerby;Vimarskolan F-6;Ja;Ja;Ja
0885;Borgholm;Gärdslösa skola;Ja;Ja;Ja
0885;Borgholm;Köpings skola;Ja;Ja;Ja
0885;Borgholm;Rälla skola;Ja;Ja;Ja
0885;Borgholm;Viktoriaskolan;Ja;Ja;Ja
0885;Borgholm;Åkerboskolan;Ja;Ja;Ja
0980;Gotland;Athene Fardhem;Ja;Ja;Ja
0980;Gotland;Atheneskolan;Ja;Ja;Ja
0980;Gotland;Dalhem skola;Ja;Ja;Ja
0980;Gotland;Endre skola;Ja;Ja;Ja
0980;Gotland;Eskelhem skola;Ja;Ja;Ja
0980;Gotland;Fole skola;Ja;Ja;Ja
0980;Gotland;Fårösundsskolan;Ja;Ja;Ja
0980;Gotland;Garda skola;Ja;Ja;Ja
0980;Gotland;Gråboskolan;Ja;Ja;Ja
0980;Gotland;Guteskolan, grundskola;Ja;Ja;Ja
0980;Gotland;Havdhem skola;Ja;Ja;Ja
0980;Gotland;Humlegårdsskolan;Ja;Ja;Ja
0980;Gotland;Högbyskolan;Ja;Ja;Ja
0980;Gotland;Klinteskolan;Ja;Ja;Ja
0980;Gotland;Kräklingbo skola;Ja;Ja;Ja
0980;Gotland;Lyckåkerskolan;Ja;Ja;Ja
0980;Gotland;Lärbro skola;Ja;Ja;Ja
0980;Gotland;Montessori Friskola Gotland;Ja;Ja;Ja
0980;Gotland;Norrbackaskolan;Ja;Ja;Ja
0980;Gotland;Orionskolan;Ja;Ja;Ja
0980;Gotland;Polhemskolan;Ja;Ja;Ja
0980;Gotland;Romaskolan;Ja;Ja;Ja
0980;Gotland;S:t Hansskolan;Ja;Ja;Ja
0980;Gotland;Sanda skola;Ja;Ja;Ja
0980;Gotland;Solklintsskolan;Ja;Ja;Ja
0980;Gotland;Stenkyrka skola;Ja;Ja;Ja
0980;Gotland;Stånga skola;Ja;Ja;Ja
0980;Gotland;Terra Novaskolan;Ja;Ja;Ja
0980;Gotland;Tjelvarskolan;Ja;Ja;Ja
0980;Gotland;Vänge skola;Ja;Ja;Ja
0980;Gotland;Väskinde skola;Ja;Ja;Ja
0980;Gotland;Västerhejde skola;Ja;Ja;Ja
0980;Gotland;Öja skola;Ja;Ja;Ja
1060;Olofström;Brännaregårdsskolan;Ja;Ja;Ja
1060;Olofström;Gränums skola;Ja;Ja;Ja
1060;Olofström;Jämshögs skola;Ja;Ja;Ja
1060;Olofström;Kyrkhults skola;Ja;Ja;Ja
1060;Olofström;Vilboksskolan;Ja;Ja;Ja
1080;Karlskrona;Aspöskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Bastasjö Friskola AB;Ja;Ja;Ja
1080;Karlskrona;Fridlevstadsskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Friskolan Svettpärlan;Ja;Ja;Ja
1080;Karlskrona;Fågelmaraskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Galären Rosenholm;Ja;Ja;Ja
1080;Karlskrona;Hasslöskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Holmsjöskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Hästöskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Jämjö kyrkskola F-3;Ja;Ja;Ja
1080;Karlskrona;Karlskrona Internationella grundskola;Ja;Ja;Ja
1080;Karlskrona;Karlskrona Montessorifriskola;Ja;Ja;Ja
1080;Karlskrona;Kättilsmålaskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Lyckeby kunskapscentrum F-9;Ja;Ja;Ja
1080;Karlskrona;Musikugglan;Ja;Ja;Ja
1080;Karlskrona;Nättraby kunskapscentrum F-6;Ja;Ja;Ja
1080;Karlskrona;Piggelinen;Ja;Ja;Ja
1080;Karlskrona;Ramdalaskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Rosenfeldtskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Rödebyskolan F-9;Ja;Ja;Ja
1080;Karlskrona;Saltöskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Spandelstorpskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Strömsbergs Friskola;Ja;Ja;Ja
1080;Karlskrona;Sturköskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Sunnadalskolan F-9;Ja;Ja;Ja
1080;Karlskrona;Torhamnskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Tullskolan F-6;Ja;Ja;Ja
1080;Karlskrona;Tvingskola F-6            ;Ja;Ja;Ja
1080;Karlskrona;Verköskolan F-2;Ja;Ja;Ja
1080;Karlskrona;Östra Torpskolan F-6;Ja;Ja;Ja
1081;Ronneby;Backarydsskolan;Ja;Ja;Ja
1081;Ronneby;Eringsbodaskolan;Ja;Ja;Ja
1081;Ronneby;Espedalsskolan;Ja;Ja;Ja
1081;Ronneby;Fredriksbergsskolan;Ja;Ja;Ja
1081;Ronneby;G-klavens fristående skola;Ja;Ja;Ja
1081;Ronneby;Hallabroskolan;Ja;Ja;Ja
1081;Ronneby;Hobyskolan;Ja;Ja;Ja
1081;Ronneby;Johannishusskolan;Ja;Ja;Ja
1081;Ronneby;Kallingeskolan F-6;Ja;Ja;Ja
1081;Ronneby;Listerbyskolan;Ja;Ja;Ja
1081;Ronneby;Saxemaraskolan;Ja;Ja;Ja
1081;Ronneby;Slättagårdsskolan;Ja;Ja;Ja
1081;Ronneby;Thoren Framtid i Ronneby;Ja;Ja;Ja
1082;Karlshamn;Bodestorpsskolan;Ja;Ja;Ja
1082;Karlshamn;Hällaryds skola;Ja;Ja;Ja
1082;Karlshamn;Karlshamns Montessoriskola;Ja;Ja;Ja
1082;Karlshamn;Klockebacksskolan;Ja;Ja;Ja
1082;Karlshamn;Korpadalsskolan;Ja;Ja;Ja
1082;Karlshamn;Möllegårdens skola;Ja;Ja;Ja
1082;Karlshamn;Mörrums skolor;Ja;Ja;Ja
1082;Karlshamn;Prästslättsskolan;Ja;Ja;Ja
1082;Karlshamn;Sternöskolan;Ja;Ja;Ja
1082;Karlshamn;Waldorfskolan i Karlshamn;Ja;Ja;Ja
1082;Karlshamn;Åryds Friskola;Ja;Ja;Ja
1083;Sölvesborg;Falkviksskolan;Ja;Ja;Ja
1083;Sölvesborg;Havelidens skola;Ja;Ja;Ja
1083;Sölvesborg;Hjortakroksskolan;Ja;Ja;Ja
1083;Sölvesborg;Högtofta skola;Ja;Ja;Ja
1083;Sölvesborg;Hörviks skola;Ja;Ja;Ja
1083;Sölvesborg;Mjällby skola LM;Ja;Ja;Ja
1083;Sölvesborg;Möllebacksskolan;Ja;Ja;Ja
1083;Sölvesborg;Norje skola;Ja;Ja;Ja
1214;Svalöv;Billeshögsskolan;Ja;Ja;Ja
1214;Svalöv;Heleneborgsskolan ;Ja;Ja;Ja
1214;Svalöv;Lunnaskolan;Ja;Ja;Ja
1214;Svalöv;Midgårds skola;Ja;Ja;Ja
1214;Svalöv;Parkskolan;Ja;Ja;Ja
1214;Svalöv;Svalövs Montessoriskola;Ja;Ja;Ja
1230;Staffanstorp;Baldersskolan F-6;Ja;Ja;Ja
1230;Staffanstorp;Gullåkraskolan;Ja;Ja;Ja
1230;Staffanstorp;Hjärups skola;Ja;Ja;Ja
1230;Staffanstorp;Kyrkheddinge skola;Ja;Ja;Ja
1230;Staffanstorp;Mellanvångsskolan;Ja;Ja;Ja
1230;Staffanstorp;Staffanstorps Montessoriskola;Ja;Ja;Ja
1230;Staffanstorp;Stanstorpsskolan;Ja;Ja;Ja
1230;Staffanstorp;Tottarps skola;Ja;Ja;Ja
1230;Staffanstorp;Uppåkraskolan;Ja;Ja;Ja
1231;Burlöv;Dalslundskolan F-3;Ja;Ja;Ja
1231;Burlöv;Humlemadskolan;Ja;Ja;Ja
1231;Burlöv;Svanetorpskolan;Ja;Ja;Ja
1231;Burlöv;Svenshögskolan;Ja;Ja;Ja
1231;Burlöv;Södervångskolan;Ja;Ja;Ja
1231;Burlöv;Tågarpskolan;Ja;Ja;Ja
1233;Vellinge;Framtidskomp. V Ingelstad sk;Ja;Ja;Ja
1233;Vellinge;Framtidskompassen i Vellinge;Ja;Ja;Ja
1233;Vellinge;Henriksdalskolan;Ja;Ja;Ja
1233;Vellinge;Herrestorpskolan;Ja;Ja;Ja
1233;Vellinge;Håslövs byaskola;Ja;Ja;Ja
1233;Vellinge;Hököpinge skola;Ja;Ja;Ja
1233;Vellinge;Ljungenskolan;Ja;Ja;Ja
1233;Vellinge;Sandeplanskolan;Ja;Ja;Ja
1233;Vellinge;Skanör Falsterbo Montessorisk.;Ja;Ja;Ja
1233;Vellinge;Skanörs skola;Ja;Ja;Ja
1233;Vellinge;Stora Hammars skola;Ja;Ja;Ja
1233;Vellinge;Södervångskolan;Ja;Ja;Ja
1233;Vellinge;Tångvallaskolan;Ja;Ja;Ja
1233;Vellinge;Ängdalaskolan;Ja;Ja;Ja
1256;Östra Göinge;Glimåkraskolan;Ja;Ja;Ja
1256;Östra Göinge;Kviinge skola;Ja;Ja;Ja
1256;Östra Göinge;Mölleskolan;Ja;Ja;Ja
1256;Östra Göinge;Prästavångsskolan F-3;Ja;Ja;Ja
1256;Östra Göinge;Västerskolan;Ja;Ja;Ja
1257;Örkelljunga;Beringskolan;Ja;Ja;Ja
1257;Örkelljunga;Bokelundaskolan;Ja;Ja;Ja
1257;Örkelljunga;Ekets skola;Ja;Ja;Ja
1257;Örkelljunga;Mårdenskolan;Ja;Ja;Ja
1257;Örkelljunga;Solängskolan;Ja;Ja;Ja
1257;Örkelljunga;von Reisers skola;Ja;Ja;Ja
1260;Bjuv;Brogårdaskolan;Ja;Ja;Ja
1260;Bjuv;Ekeby skola ;Ja;Ja;Ja
1260;Bjuv;Jens Billeskolan ;Ja;Ja;Ja
1260;Bjuv;Varagårdsskolan ;Ja;Ja;Ja
1261;Kävlinge;Annelundsskolan;Ja;Ja;Ja
1261;Kävlinge;Barsebäcks Montessoriskola;Ja;Ja;Ja
1261;Kävlinge;Dösjebroskolan;Ja;Ja;Ja
1261;Kävlinge;Lackalängaskolan;Ja;Ja;Ja
1261;Kävlinge;Ljungenskolan;Ja;Ja;Ja
1261;Kävlinge;Noblaskolan Löddeköpinge;Ja;Ja;Ja
1261;Kävlinge;Nyvångsskolan;Ja;Ja;Ja
1261;Kävlinge;Olympiaskolan;Ja;Ja;Ja
1261;Kävlinge;Pusselbiten Kävlinge;Ja;Ja;Ja
1261;Kävlinge;Rinnebäcksskolan;Ja;Ja;Ja
1261;Kävlinge;Skönadalsskolan;Ja;Ja;Ja
1261;Kävlinge;Söderparksskolan;Ja;Ja;Ja
1262;Lomma;Alfredshällskolan;Ja;Ja;Ja
1262;Lomma;Bjärehovskolan;Ja;Ja;Ja
1262;Lomma;Fladängskolan;Ja;Ja;Ja
1262;Lomma;Karstorpskolan Norra;Ja;Ja;Ja
1262;Lomma;Löddesnässkolan;Ja;Ja;Ja
1262;Lomma;Montessori Bjerred;Ja;Ja;Ja
1262;Lomma;Pilängskolan;Ja;Ja;Ja
1262;Lomma;Rutsborgskolan;Ja;Ja;Ja
1262;Lomma;Strandskolan;Ja;Ja;Ja
1263;Svedala;Baraskolan F-3;Ja;Ja;Ja
1263;Svedala;I Ur och Skur Skabersjöskolan;Ja;Ja;Ja
1263;Svedala;Klågerupskolan F-9;Ja;Ja;Ja
1263;Svedala;Kyrkskolan F-3;Ja;Ja;Ja
1263;Svedala;Marbäcksskolan F-3;Ja;Ja;Ja
1263;Svedala;Roslättsskolan F-3;Ja;Ja;Ja
1264;Skurup;Alléskolan;Ja;Ja;Ja
1264;Skurup;Hallenborgskolan;Ja;Ja;Ja
1264;Skurup;Mölleskolan;Ja;Ja;Ja
1264;Skurup;Rutgerskolan;Ja;Ja;Ja
1264;Skurup;Slimmingeby skola;Ja;Ja;Ja
1264;Skurup;Östergårdsskolan;Ja;Ja;Ja
1265;Sjöbo;Emanuelskolan;Ja;Ja;Ja
1265;Sjöbo;Friskolan Boken;Ja;Ja;Ja
1265;Sjöbo;Lövestads skola;Ja;Ja;Ja
1265;Sjöbo;Montessoriskolan Fyrkappan;Ja;Ja;Ja
1265;Sjöbo;Nils Månssons Friskola;Ja;Ja;Ja
1265;Sjöbo;Sandbäcksskolan;Ja;Ja;Ja
1265;Sjöbo;Storkskolan;Ja;Ja;Ja
1265;Sjöbo;Vollsjö skola;Ja;Ja;Ja
1266;Hörby;De la Gardie skola;Ja;Ja;Ja
1266;Hörby;Frostaskolan F-6;Ja;Ja;Ja
1266;Hörby;Georgshillsskolan F-6;Ja;Ja;Ja
1266;Hörby;Killhult skola;Ja;Ja;Ja
1266;Hörby;Ludvigsborgs friskola;Ja;Ja;Ja
1266;Hörby;Långaröd skola;Ja;Ja;Ja
1266;Hörby;Älvdalsskolan;Ja;Ja;Ja
1267;Höör;Edens skola;Ja;Ja;Ja
1267;Höör;Emiliaskolan Höörs waldorfsk.;Ja;Ja;Ja
1267;Höör;Enebackeskolan;Ja;Ja;Ja
1267;Höör;Gudmuntorps skola;Ja;Ja;Ja
1267;Höör;Kubelidens Montessoriskola;Ja;Ja;Ja
1267;Höör;Sätoftaskolan;Ja;Ja;Ja
1267;Höör;Tjörnarps skola;Ja;Ja;Ja
1270;Tomelilla;Brösarps skola;Ja;Ja;Ja
1270;Tomelilla;Byavångsskolan;Ja;Ja;Ja
1270;Tomelilla;Lindesborgsskolan;Ja;Ja;Ja
1270;Tomelilla;Odenslundsskolan;Ja;Ja;Ja
1270;Tomelilla;Smedstorps skola;Ja;Ja;Ja
1270;Tomelilla;Tryde Friskola;Ja;Ja;Ja
1272;Bromölla;Alvikenskolan;Ja;Ja;Ja
1272;Bromölla;Dalaskolan Norra;Ja;Ja;Ja
1272;Bromölla;Edenryds skola;Ja;Ja;Ja
1272;Bromölla;Gualövs skola;Ja;Ja;Ja
1272;Bromölla;Näsums skola;Ja;Ja;Ja
1273;Osby;Hasslarödsskolan F-6;Ja;Ja;Ja
1273;Osby;Killebergskolan F-6;Ja;Ja;Ja
1273;Osby;Klockarskogsskolan F-3 ;Ja;Ja;Ja
1273;Osby;Parkskolan F-6;Ja;Ja;Ja
1273;Osby;Örkenedskolan F-9;Ja;Ja;Ja
1275;Perstorp;Oderljunga skola;Ja;Ja;Ja
1275;Perstorp;Parkskolan;Ja;Ja;Ja
1276;Klippan;Antilopenskolan;Ja;Ja;Ja
1276;Klippan;I Ur och Skur, Statarlängan;Ja;Ja;Ja
1276;Klippan;Krika Bygdeskola;Ja;Ja;Ja
1276;Klippan;Kungsfiskareskolan;Ja;Ja;Ja
1276;Klippan;Ljungbyhedsskolan;Ja;Ja;Ja
1276;Klippan;Pilagårdsskolan;Ja;Ja;Ja
1276;Klippan;Vedby skola;Ja;Ja;Ja
1277;Åstorp;Haganässkolan;Ja;Ja;Ja
1277;Åstorp;Hyllinge skola;Ja;Ja;Ja
1277;Åstorp;Kvidinge skola;Ja;Ja;Ja
1277;Åstorp;Nyvångs skola;Ja;Ja;Ja
1277;Åstorp;Rågenskolan;Ja;Ja;Ja
1277;Åstorp;Tingdalsskolan;Ja;Ja;Ja
1278;Båstad;Båstad Montessoriskola Asken;Ja;Ja;Ja
1278;Båstad;Förslövs skola F-9;Ja;Ja;Ja
1278;Båstad;Sandlyckeskolan;Ja;Ja;Ja
1278;Båstad;Strandängsskolan F-9;Ja;Ja;Ja
1278;Båstad;Västra Karups skola;Ja;Ja;Ja
1278;Båstad;Östra Karups skola;Ja;Ja;Ja
1280;Malmö;Al-Salamahskolan;Ja;Ja;Ja
1280;Malmö;Annebergsskolan;Ja;Ja;Ja
1280;Malmö;Apelgårdsskolan F-6;Ja;Ja;Ja
1280;Malmö;Augustenborgsskolan;Ja;Ja;Ja
1280;Malmö;Backaskolan;Ja;Ja;Ja
1280;Malmö;Bergaskolan;Ja;Ja;Ja
1280;Malmö;Bladins grundskola;Ja;Ja;Ja
1280;Malmö;Bladins International School of Malmö;Ja;Ja;Ja
1280;Malmö;Boukefs Småskola;Ja;Ja;Ja
1280;Malmö;Bulltoftaskolan;Ja;Ja;Ja
1280;Malmö;Bäckagårdsskolan;Ja;Ja;Ja
1280;Malmö;Dammfriskolan;Ja;Ja;Ja
1280;Malmö;Djupadalsskolan;Ja;Ja;Ja
1280;Malmö;Elinelundsskolan;Ja;Ja;Ja
1280;Malmö;Europaportens grundskola;Ja;Ja;Ja
1280;Malmö;Fridhemsskolan;Ja;Ja;Ja
1280;Malmö;Geijerskolan;Ja;Ja;Ja
1280;Malmö;Glasbruksskolan;Ja;Ja;Ja
1280;Malmö;Gullviksskolan;Ja;Ja;Ja
1280;Malmö;Hermodsdalsskolan;Ja;Ja;Ja
1280;Malmö;Hindby Dibber;Ja;Ja;Ja
1280;Malmö;Holmaskolan;Ja;Ja;Ja
1280;Malmö;Husieskolan;Ja;Ja;Ja
1280;Malmö;Hyllie Park Grundskola;Ja;Ja;Ja
1280;Malmö;Hyllievångsskolan;Ja;Ja;Ja
1280;Malmö;Högaholmsskolan;Ja;Ja;Ja
1280;Malmö;Höjaskolan;Ja;Ja;Ja
1280;Malmö;Johannesskolan;Ja;Ja;Ja
1280;Malmö;Karl Johansskolan;Ja;Ja;Ja
1280;Malmö;Karlshögsskolan;Ja;Ja;Ja
1280;Malmö;Kastanjeskolan;Ja;Ja;Ja
1280;Malmö;Kirsebergsskolan;Ja;Ja;Ja
1280;Malmö;Klagshamnsskolan;Ja;Ja;Ja
1280;Malmö;Kroksbäcksskolan;Ja;Ja;Ja
1280;Malmö;Kryddgårdsskolan;Ja;Ja;Ja
1280;Malmö;Kulladalsskolan;Ja;Ja;Ja
1280;Malmö;Kungshögsskolan;Ja;Ja;Ja
1280;Malmö;Lindeborgsskolan;Ja;Ja;Ja
1280;Malmö;Lindängeskolan;Ja;Ja;Ja
1280;Malmö;Lorensborgsskolan;Ja;Ja;Ja
1280;Malmö;Malmö Friskola;Ja;Ja;Ja
1280;Malmö;Malmö International School;Ja;Ja;Ja
1280;Malmö;Malmö Montessoriskola;Ja;Ja;Ja
1280;Malmö;Mariaskolan;Ja;Ja;Ja
1280;Malmö;Mellanhedsskolan;Ja;Ja;Ja
1280;Malmö;Monbijouskolan;Ja;Ja;Ja
1280;Malmö;Montessorigrundskolan Maria;Ja;Ja;Ja
1280;Malmö;Munkhätteskolan;Ja;Ja;Ja
1280;Malmö;Mölletoftaskolan;Ja;Ja;Ja
1280;Malmö;Möllevångsskolan;Ja;Ja;Ja
1280;Malmö;Nydalaskolan;Ja;Ja;Ja
1280;Malmö;Oxievångsskolan;Ja;Ja;Ja
1280;Malmö;Ribersborgsskolan;Ja;Ja;Ja
1280;Malmö;Risebergaskolan;Ja;Ja;Ja
1280;Malmö;Rosengårdsskolan F-6;Ja;Ja;Ja
1280;Malmö;Rosenholmsskolan;Ja;Ja;Ja
1280;Malmö;Runstyckets skola;Ja;Ja;Ja
1280;Malmö;Rörsjöskolan;Ja;Ja;Ja
1280;Malmö;Skolan på Ön;Ja;Ja;Ja
1280;Malmö;Sofielundsskolan;Ja;Ja;Ja
1280;Malmö;Sorgenfriskolan;Ja;Ja;Ja
1280;Malmö;Stapelbäddsskolan;Ja;Ja;Ja
1280;Malmö;Stenkulaskolan;Ja;Ja;Ja
1280;Malmö;Sundsbroskolan;Ja;Ja;Ja
1280;Malmö;Tingdammsskolan;Ja;Ja;Ja
1280;Malmö;Toftanässkolan;Ja;Ja;Ja
1280;Malmö;Tygelsjöskolan;Ja;Ja;Ja
1280;Malmö;Videdals privatskolor;Ja;Ja;Ja
1280;Malmö;Videdalsskolan;Ja;Ja;Ja
1280;Malmö;Vittra Västra hamnen;Ja;Ja;Ja
1280;Malmö;Värner Rydénskolan;Ja;Ja;Ja
1280;Malmö;Västra skolan;Ja;Ja;Ja
1280;Malmö;Ängsdals skola;Ja;Ja;Ja
1280;Malmö;Ängslättskolan;Ja;Ja;Ja
1280;Malmö;Ögårdsskolan;Ja;Ja;Ja
1280;Malmö;Örtagårdsskolan F-6;Ja;Ja;Ja
1280;Malmö;Österportsskolan;Ja;Ja;Ja
1281;Lund;Apelskolan;Ja;Ja;Ja
1281;Lund;Backaskolan;Ja;Ja;Ja
1281;Lund;Byskolan;Ja;Ja;Ja
1281;Lund;Delfinskolan;Ja;Ja;Ja
1281;Lund;Flygelskolan;Ja;Ja;Ja
1281;Lund;Freinetskolan i Lund;Ja;Ja;Ja
1281;Lund;Fågelskolan;Ja;Ja;Ja
1281;Lund;Gunnesboskolan;Ja;Ja;Ja
1281;Lund;Hagalundskolan;Ja;Ja;Ja
1281;Lund;Hubertusgården;Ja;Ja;Ja
1281;Lund;Håstads skola;Ja;Ja;Ja
1281;Lund;Häckebergaskolan;Ja;Ja;Ja
1281;Lund;Idalaskolan;Ja;Ja;Ja
1281;Lund;ISLK/Int. School of Lund;Ja;Ja;Ja
1281;Lund;Klostergårdskolan;Ja;Ja;Ja
1281;Lund;Kulparkskolan;Ja;Ja;Ja
1281;Lund;Lerbäckskolan;Ja;Ja;Ja
1281;Lund;Lingua Montessoriskola;Ja;Ja;Ja
1281;Lund;Lund International School;Ja;Ja;Ja
1281;Lund;Lunds Montessorigrundskola;Ja;Ja;Ja
1281;Lund;Lunds Waldorfskola;Ja;Ja;Ja
1281;Lund;Montessori Mondial Lund;Ja;Ja;Ja
1281;Lund;Munspelets skola;Ja;Ja;Ja
1281;Lund;Mårtenskolan;Ja;Ja;Ja
1281;Lund;Nyvångskolan;Ja;Ja;Ja
1281;Lund;Oskarskolan;Ja;Ja;Ja
1281;Lund;Palettskolan;Ja;Ja;Ja
1281;Lund;Påskagängets skola;Ja;Ja;Ja
1281;Lund;Revinge skola;Ja;Ja;Ja
1281;Lund;Sankt Thomas Skola;Ja;Ja;Ja
1281;Lund;Skrylleängs Montessoriskola;Ja;Ja;Ja
1281;Lund;Stiftelsen BMSL;Ja;Ja;Ja
1281;Lund;Svaleboskolan;Ja;Ja;Ja
1281;Lund;Torna Hällestads skola;Ja;Ja;Ja
1281;Lund;Tunaskolan;Ja;Ja;Ja
1281;Lund;Uggleskolan;Ja;Ja;Ja
